"data","code_region","name_region","lat","long","new_cases","total_cases","autochthonous_cases","imported_cases"
2023-09-11,1,"Piedmont",45.0732745,7.680687483,"3",22,NA,NA
2023-09-11,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-09-11,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-09-11,19,"Sicily",38.11569725,13.3623566999999,"0",0,NA,NA
2023-09-11,9,"Tuscany",43.76923077,11.25588885,"1",6,NA,NA
2023-09-11,10,"Umbria",43.10675841,12.38824698,"0",2,NA,NA
2023-09-11,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-09-11,5,"Veneto",45.43490485,12.33845213,"2",20,NA,NA
2023-09-18,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-09-18,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-09-18,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-09-18,15,"Campania",40.83956555,14.25084984,"2",4,NA,NA
2023-09-18,8,"Emilia-Romagna",44.49436681,11.3417208,"4",31,NA,NA
2023-09-18,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",2,NA,NA
2023-09-18,12,"Lazio",41.89277044,12.48366722,"8",36,NA,NA
2023-09-18,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-09-18,3,"Lombardy",45.46679409,9.190347404,"21",71,NA,NA
2023-09-18,11,"Marche",43.61675973,13.5188753,"2",3,NA,NA
2023-09-18,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-09-18,21,"Bolzano",46.49933453,11.35662422,"0",3,NA,NA
2023-09-18,22,"Trento",46.06893511,11.12123097,"0",0,NA,NA
2023-09-18,1,"Piedmont",45.0732745,7.680687483,"1",23,NA,NA
2023-09-18,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-09-18,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-09-18,19,"Sicily",38.11569725,13.3623566999999,"0",0,NA,NA
2023-09-18,9,"Tuscany",43.76923077,11.25588885,"0",6,NA,NA
2023-09-18,10,"Umbria",43.10675841,12.38824698,"0",2,NA,NA
2023-09-18,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-09-18,5,"Veneto",45.43490485,12.33845213,"5",25,NA,NA
2023-09-25,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-09-25,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-09-25,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-09-25,15,"Campania",40.83956555,14.25084984,"0",4,NA,NA
2023-09-25,8,"Emilia-Romagna",44.49436681,11.3417208,"2",33,NA,NA
2023-09-25,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",2,NA,NA
2023-09-25,12,"Lazio",41.89277044,12.48366722,"12",48,NA,NA
2023-09-25,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-09-25,3,"Lombardy",45.46679409,9.190347404,"10",81,NA,NA
2023-09-25,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-09-25,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-09-25,21,"Bolzano",46.49933453,11.35662422,"0",3,NA,NA
2023-09-25,22,"Trento",46.06893511,11.12123097,"0",0,NA,NA
2023-09-25,1,"Piedmont",45.0732745,7.680687483,"2",25,NA,NA
2023-09-25,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-09-25,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-09-25,19,"Sicily",38.11569725,13.3623566999999,"0",0,NA,NA
2023-09-25,9,"Tuscany",43.76923077,11.25588885,"2",8,NA,NA
2023-09-25,10,"Umbria",43.10675841,12.38824698,"1",3,NA,NA
2023-09-25,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-09-25,5,"Veneto",45.43490485,12.33845213,"0",25,NA,NA
2023-10-02,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-10-02,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-10-02,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-10-02,15,"Campania",40.83956555,14.25084984,"0",4,NA,NA
2023-10-02,8,"Emilia-Romagna",44.49436681,11.3417208,"2",35,NA,NA
2023-10-02,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"1",3,NA,NA
2023-10-02,12,"Lazio",41.89277044,12.48366722,"6",54,NA,NA
2023-10-02,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-10-02,3,"Lombardy",45.46679409,9.190347404,"2",83,NA,NA
2023-10-02,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-10-02,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-10-02,21,"Bolzano",46.49933453,11.35662422,"0",3,NA,NA
2023-10-02,22,"Trento",46.06893511,11.12123097,"0",0,NA,NA
2023-10-02,1,"Piedmont",45.0732745,7.680687483,"0",25,NA,NA
2023-10-02,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-10-02,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-10-02,19,"Sicily",38.11569725,13.3623566999999,"1",1,NA,NA
2023-10-02,9,"Tuscany",43.76923077,11.25588885,"1",9,NA,NA
2023-10-02,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-10-02,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-10-02,5,"Veneto",45.43490485,12.33845213,"0",25,NA,NA
2023-10-09,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-10-09,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-10-09,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-10-09,15,"Campania",40.83956555,14.25084984,"0",4,NA,NA
2023-10-09,8,"Emilia-Romagna",44.49436681,11.3417208,"0",35,NA,NA
2023-10-09,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-10-09,12,"Lazio",41.89277044,12.48366722,"6",60,NA,NA
2023-10-09,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-10-09,3,"Lombardy",45.46679409,9.190347404,"3",86,NA,NA
2023-10-09,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-10-09,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-10-09,21,"Bolzano",46.49933453,11.35662422,"0",3,NA,NA
2023-10-09,22,"Trento",46.06893511,11.12123097,"0",0,NA,NA
2023-10-09,1,"Piedmont",45.0732745,7.680687483,"1",26,NA,NA
2023-10-09,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-10-09,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-10-09,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-10-09,9,"Tuscany",43.76923077,11.25588885,"1",10,NA,NA
2023-10-09,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-10-09,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-10-09,5,"Veneto",45.43490485,12.33845213,"0",25,NA,NA
2023-10-16,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-10-16,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-10-16,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-10-16,15,"Campania",40.83956555,14.25084984,"0",4,NA,NA
2023-10-16,8,"Emilia-Romagna",44.49436681,11.3417208,"1",36,NA,NA
2023-10-16,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-10-16,12,"Lazio",41.89277044,12.48366722,"8",68,NA,NA
2023-10-16,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-10-16,3,"Lombardy",45.46679409,9.190347404,"3",89,NA,NA
2023-10-16,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-10-16,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-10-16,21,"Bolzano",46.49933453,11.35662422,"0",3,NA,NA
2023-10-16,22,"Trento",46.06893511,11.12123097,"0",0,NA,NA
2023-10-16,1,"Piedmont",45.0732745,7.680687483,"0",26,NA,NA
2023-10-16,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-10-16,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-10-16,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-10-16,9,"Tuscany",43.76923077,11.25588885,"0",10,NA,NA
2023-10-16,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-10-16,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-10-16,5,"Veneto",45.43490485,12.33845213,"0",25,NA,NA
2023-10-23,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-10-23,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-10-23,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-10-23,15,"Campania",40.83956555,14.25084984,"1",5,NA,NA
2023-10-23,8,"Emilia-Romagna",44.49436681,11.3417208,"2",38,NA,NA
2023-10-23,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-10-23,12,"Lazio",41.89277044,12.48366722,"3",71,NA,NA
2023-10-23,7,"Liguria",44.41149315,8.9326992,"0",1,NA,NA
2023-10-23,3,"Lombardy",45.46679409,9.190347404,"6",95,NA,NA
2023-10-23,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-10-23,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-10-23,21,"Bolzano",46.49933453,11.35662422,"1",4,NA,NA
2023-10-23,22,"Trento",46.06893511,11.12123097,"1",1,NA,NA
2023-10-23,1,"Piedmont",45.0732745,7.680687483,"0",26,NA,NA
2023-10-23,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-10-23,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-10-23,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-10-23,9,"Tuscany",43.76923077,11.25588885,"1",11,NA,NA
2023-10-23,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-10-23,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-10-23,5,"Veneto",45.43490485,12.33845213,"0",25,NA,NA
2023-10-30,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-10-30,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-10-30,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-10-30,15,"Campania",40.83956555,14.25084984,"0",5,NA,NA
2023-10-30,8,"Emilia-Romagna",44.49436681,11.3417208,"0",38,NA,NA
2023-10-30,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-10-30,12,"Lazio",41.89277044,12.48366722,"3",74,NA,NA
2023-10-30,7,"Liguria",44.41149315,8.9326992,"1",2,NA,NA
2023-10-30,3,"Lombardy",45.46679409,9.190347404,"2",97,NA,NA
2023-10-30,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-10-30,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-10-30,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-10-30,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-10-30,1,"Piedmont",45.0732745,7.680687483,"0",26,NA,NA
2023-10-30,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-10-30,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-10-30,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-10-30,9,"Tuscany",43.76923077,11.25588885,"2",13,NA,NA
2023-10-30,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-10-30,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-10-30,5,"Veneto",45.43490485,12.33845213,"2",27,NA,NA
2023-11-06,13,"Abruzzo",42.35122196,13.39843823,"1",2,NA,NA
2023-11-06,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-11-06,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-11-06,15,"Campania",40.83956555,14.25084984,"0",5,NA,NA
2023-11-06,8,"Emilia-Romagna",44.49436681,11.3417208,"0",38,NA,NA
2023-11-06,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-11-06,12,"Lazio",41.89277044,12.48366722,"4",78,NA,NA
2023-11-06,7,"Liguria",44.41149315,8.9326992,"0",2,NA,NA
2023-11-06,3,"Lombardy",45.46679409,9.190347404,"1",98,NA,NA
2023-11-06,11,"Marche",43.61675973,13.5188753,"0",3,NA,NA
2023-11-06,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-11-06,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-11-06,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-11-06,1,"Piedmont",45.0732745,7.680687483,"1",27,NA,NA
2023-11-06,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-11-06,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-11-06,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-11-06,9,"Tuscany",43.76923077,11.25588885,"1",14,NA,NA
2023-11-06,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-11-06,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-11-06,5,"Veneto",45.43490485,12.33845213,"0",27,NA,NA
2023-11-13,13,"Abruzzo",42.35122196,13.39843823,"NA",1,NA,NA
2023-11-13,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-11-13,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-11-13,15,"Campania",40.83956555,14.25084984,"0",5,NA,NA
2023-11-13,8,"Emilia-Romagna",44.49436681,11.3417208,"0",38,NA,NA
2023-11-13,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-11-13,12,"Lazio",41.89277044,12.48366722,"8",86,NA,NA
2023-11-13,7,"Liguria",44.41149315,8.9326992,"0",2,NA,NA
2023-11-13,3,"Lombardy",45.46679409,9.190347404,"3",101,NA,NA
2023-11-13,11,"Marche",43.61675973,13.5188753,"1",4,NA,NA
2023-11-13,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-11-13,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-11-13,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-11-13,1,"Piedmont",45.0732745,7.680687483,"1",27,NA,NA
2023-11-13,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-11-13,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-11-13,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-11-13,9,"Tuscany",43.76923077,11.25588885,"0",14,NA,NA
2023-11-13,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-11-13,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-11-13,5,"Veneto",45.43490485,12.33845213,"0",27,NA,NA
2023-11-20,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-11-20,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-11-20,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-11-20,15,"Campania",40.83956555,14.25084984,"0",5,NA,NA
2023-11-20,8,"Emilia-Romagna",44.49436681,11.3417208,"0",38,NA,NA
2023-11-20,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-11-20,12,"Lazio",41.89277044,12.48366722,"3",89,NA,NA
2023-11-20,7,"Liguria",44.41149315,8.9326992,"0",2,NA,NA
2023-11-20,3,"Lombardy",45.46679409,9.190347404,"4",105,NA,NA
2023-11-20,11,"Marche",43.61675973,13.5188753,"0",4,NA,NA
2023-11-20,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-11-20,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-11-20,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-11-20,1,"Piedmont",45.0732745,7.680687483,"1",27,NA,NA
2023-11-20,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-11-20,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-11-20,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-11-20,9,"Tuscany",43.76923077,11.25588885,"1",15,NA,NA
2023-11-20,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-11-20,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-11-20,5,"Veneto",45.43490485,12.33845213,"2",29,NA,NA
2023-11-27,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-11-27,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-11-27,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-11-27,15,"Campania",40.83956555,14.25084984,"1",6,NA,NA
2023-11-27,8,"Emilia-Romagna",44.49436681,11.3417208,"1",39,NA,NA
2023-11-27,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-11-27,12,"Lazio",41.89277044,12.48366722,"2",91,NA,NA
2023-11-27,7,"Liguria",44.41149315,8.9326992,"1",3,NA,NA
2023-11-27,3,"Lombardy",45.46679409,9.190347404,"4",109,NA,NA
2023-11-27,11,"Marche",43.61675973,13.5188753,"1",5,NA,NA
2023-11-27,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-11-27,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-11-27,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-11-27,1,"Piedmont",45.0732745,7.680687483,"1",28,NA,NA
2023-11-27,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-11-27,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-11-27,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-11-27,9,"Tuscany",43.76923077,11.25588885,"0",15,NA,NA
2023-11-27,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-11-27,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-11-27,5,"Veneto",45.43490485,12.33845213,"0",29,NA,NA
2023-12-04,13,"Abruzzo",42.35122196,13.39843823,"0",1,NA,NA
2023-12-04,17,"Basilicata",40.63947052,15.80514834,"0",0,NA,NA
2023-12-04,18,"Calabria",38.90597598,16.59440194,"0",0,NA,NA
2023-12-04,15,"Campania",40.83956555,14.25084984,"0",6,NA,NA
2023-12-04,8,"Emilia-Romagna",44.49436681,11.3417208,"0",39,NA,NA
2023-12-04,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"0",3,NA,NA
2023-12-04,12,"Lazio",41.89277044,12.48366722,"2",93,NA,NA
2023-12-04,7,"Liguria",44.41149315,8.9326992,"0",3,NA,NA
2023-12-04,3,"Lombardy",45.46679409,9.190347404,"2",111,NA,NA
2023-12-04,11,"Marche",43.61675973,13.5188753,"0",5,NA,NA
2023-12-04,14,"Molise",41.55774754,14.65916051,"0",0,NA,NA
2023-12-04,21,"Bolzano",46.49933453,11.35662422,"0",4,NA,NA
2023-12-04,22,"Trento",46.06893511,11.12123097,"0",1,NA,NA
2023-12-04,1,"Piedmont",45.0732745,7.680687483,"0",28,NA,NA
2023-12-04,16,"Apulia",41.12559576,16.86736689,"0",0,NA,NA
2023-12-04,20,"Sardinia",39.21531192,9.110616306,"0",0,NA,NA
2023-12-04,19,"Sicily",38.11569725,13.3623566999999,"0",1,NA,NA
2023-12-04,9,"Tuscany",43.76923077,11.25588885,"2",17,NA,NA
2023-12-04,10,"Umbria",43.10675841,12.38824698,"0",3,NA,NA
2023-12-04,2,"Aosta Valley",45.73750286,7.320149366,"0",0,NA,NA
2023-12-04,5,"Veneto",45.43490485,12.33845213,"3",32,NA,NA
2023-12-31,13,"Abruzzo",42.35122196,13.39843823,"1",2,0,2
2023-12-31,17,"Basilicata",40.63947052,15.80514834,"0",0,0,0
2023-12-31,18,"Calabria",38.90597598,16.59440194,"0",0,0,0
2023-12-31,15,"Campania",40.83956555,14.25084984,"0",6,0,6
2023-12-31,8,"Emilia-Romagna",44.49436681,11.3417208,"4",43,0,43
2023-12-31,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,"1",4,0,4
2023-12-31,12,"Lazio",41.89277044,12.48366722,"3",96,41,55
2023-12-31,7,"Liguria",44.41149315,8.9326992,"0",3,0,3
2023-12-31,3,"Lombardy",45.46679409,9.190347404,"8",119,41,78
2023-12-31,11,"Marche",43.61675973,13.5188753,"0",5,0,5
2023-12-31,14,"Molise",41.55774754,14.65916051,"0",0,0,0
2023-12-31,21,"Bolzano",46.49933453,11.35662422,"1",5,0,5
2023-12-31,22,"Trento",46.06893511,11.12123097,"1",2,0,2
2023-12-31,1,"Piedmont",45.0732745,7.680687483,"0",28,0,28
2023-12-31,16,"Apulia",41.12559576,16.86736689,"2",2,0,2
2023-12-31,20,"Sardinia",39.21531192,9.110616306,"1",1,0,0
2023-12-31,19,"Sicily",38.11569725,13.3623566999999,"0",1,0,1
2023-12-31,9,"Tuscany",43.76923077,11.25588885,"3",20,0,20
2023-12-31,10,"Umbria",43.10675841,12.38824698,"0",3,0,3
2023-12-31,2,"Aosta Valley",45.73750286,7.320149366,"0",0,0,0
2023-12-31,5,"Veneto",45.43490485,12.33845213,"6",38,0,38
